1400630400,1.72022
1400716800,2.14173
1400803200,2.86743
1400889600,3.69563
1400976000,2.92405
1401062400,3.08287
1401148800,2.24075
1401235200,2.33006
1401321600,1.70455
1401408000,1.60583
1401494400,2.01206
1401580800,1.7714
1401667200,1.72511
1401753600,2.00056
1401840000,1.80525
1402012800,1.30505
1402099200,1.36037
1402185600,1.37939
1402272000,1.54004
1402358400,1.74992
1402444800,1.58661
1402531200,1.7349
1402617600,1.92854
1402704000,2.36069
1402790400,2.67546
1402876800,3.16146
1402963200,2.82401
1403049600,2.79079
1403136000,3.05224
1403222400,4.16172
1403308800,5.04857
1403395200,4.3178
1403481600,3.96174
1403568000,3.18534
1403654400,3.03809
1403740800,2.88157
1403827200,2.24062
1403913600,2.5535
1404000000,2.55834
1404086400,2.46646
1404172800,2.37872
1404259200,2.33091
1404345600,2.66076
1404432000,2.65205
1404518400,2.4683
1404604800,2.40027
1404691200,1.99011
1404777600,2.3227
1404864000,2.01177
1404950400,1.90656
1405036800,1.85009
1405123200,1.73766
1405209600,1.76075
1405296000,1.97224
1405382400,2.11294
1405468800,2.81869
1405555200,2.9725
1405641600,2.61069
1405728000,2.91851
1405814400,2.75117
1405900800,3.09999
1405987200,3.22071
1406073600,2.97202
1406160000,2.36831
1406246400,2.69742
1406332800,2.6313
1406419200,2.56449
1406505600,2.68998
1406592000,2.65536
1406678400,2.51438
1406764800,2.56959
1406851200,2.66303
1406937600,2.50402
1407024000,2.36519
1407110400,2.00309
1407196800,2.15052
1407283200,2.20718
1407369600,2.14135
1407456000,2.17468
1407542400,2.09875
1407628800,2.01806
1407715200,2.0999
1407801600,1.98792
1407888000,1.8809
1407974400,1.75634
1408060800,1.59812
1408147200,1.56427
1408233600,1.47454
1408320000,1.4623
1408406400,1.63381
1408492800,1.84509
1408579200,1.8192
1408665600,1.78955
1408752000,1.8113
1408838400,1.96717
1408924800,2.03116
1409011200,2.0475
1409097600,1.99565
1409184000,2.24248
1409270400,2.22077
1409356800,2.47896
1409443200,2.2461
1409529600,2.08026
1409616000,1.93654
1409702400,2.07472
1409788800,2.05746
